,ISBN,titulo,autor,editora,data_publicacao,url_BNP
0,978-989-755-071-3,Teatro,"Eiras, Pedro, 1975-",Húmus,2014,http://urn.bn.pt/isbn/mods/xml?id=978-989-755-071-3
0,978-989-756-034-7, Winston Churchil,"Margarido, Manuel",Didáctica,2015,http://urn.bn.pt/isbn/mods/xml?id=978-989-756-034-7
0,978-989-765-037-6,Versos que riem,"Mésseder, João Pedro, pseud.",Calendário de Letras,2016,http://urn.bn.pt/isbn/mods/xml?id=978-989-765-037-6
0,978-989-769-042-6,<Os >últimos heróis,"Brix, Pepe, 1984-",Matéria-Prima,2015,http://urn.bn.pt/isbn/mods/xml?id=978-989-769-042-6
0,978-989-8013-00-2,Memórias de Idhún,"Gallego García, Laura, 1977-",Arteplural,2006-,http://urn.bn.pt/isbn/mods/xml?id=978-989-8013-00-2
0,978-989-8025-28-9,Arre burrinho!,"Trabulo, Márcia, 1961-",Esfera do Caos,2007,http://urn.bn.pt/isbn/mods/xml?id=978-989-8025-28-9
0,978-989-8027-10-8,Passageiros em trânsito Recurso eletrónico],"Agualusa, José Eduardo, 1960-",MHIJ Editores,2006,http://urn.bn.pt/isbn/mods/xml?id=978-989-8027-10-8
0,978-989-8027-11-52,<A >ilha dos 5 faróis,"Ramon-Cortés, Ferran, 1962-",MHIJ - Editores,2007,http://urn.bn.pt/isbn/mods/xml?id=978-989-8027-11-52
0,978-989-8027-14-6,Vozes anoitecidas,"Couto, Mia, pseud.",MHIJ Editores,2008,http://urn.bn.pt/isbn/mods/xml?id=978-989-8027-14-6
0,978-989-8031-12-9,Alberto na Antártida,"Fernandes, Cidália, 1961-",Livro directo,2007,http://urn.bn.pt/isbn/mods/xml?id=978-989-8031-12-9
0,978-989-8031-24-2,Ensina-me a desenhar,"Cântara, Sónia, 1980-",Livro Directo,2008,http://urn.bn.pt/isbn/mods/xml?id=978-989-8031-24-2
0,978-989-8031-44-0,<Um >Natal encantado,"Margarido, Susana Teles",Livro Directo,2009,http://urn.bn.pt/isbn/mods/xml?id=978-989-8031-44-0
0,978-989-8031-80-8,<O >menino que não gostava de sopa,"Fernandes, Cidália, 1961-",Livro Directo,2011,http://urn.bn.pt/isbn/mods/xml?id=978-989-8031-80-8
0,978-989-8044-34-1,<O >urso que perdera o coração,"Silva, Carlos Alberto, 1958-",Textiverso,2010,http://urn.bn.pt/isbn/mods/xml?id=978-989-8044-34-1
0,978-989-8048-20-2,"Zina, a baleia azul","Homem, Maria Aurora, 1939-2010",7 Dias 6 Noites,2007,http://urn.bn.pt/isbn/mods/xml?id=978-989-8048-20-2
0,978-989-8048-27-1,Insectos em missão especial,"Ascenso, Marília, 1950-",7 Dias 6 Noites,2007,http://urn.bn.pt/isbn/mods/xml?id=978-989-8048-27-1
0,978-989-8048-29-5,Totó 2 vezes totó,"Trabulo, Márcia, 1961-",7 Dias 6 Noites,2007,http://urn.bn.pt/isbn/mods/xml?id=978-989-8048-29-5
0,978-989-8048-30-1,Conhece os teus direitos!,"Ascenso, Abigail, 1979-",7 Dias 6 Noites,2007,http://urn.bn.pt/isbn/mods/xml?id=978-989-8048-30-1
0,978-989-8048-78-3,<O >sonho de Maria,"Fernandes, Francisco, 1952-",7 Dias 6 Noites,2008,http://urn.bn.pt/isbn/mods/xml?id=978-989-8048-78-3
0,978-989-8048-80-6,<O >dragão que queria ser bombeiro,"Palmeira, Cíntia",7 Dias 6 Noites,2008,http://urn.bn.pt/isbn/mods/xml?id=978-989-8048-80-6
0,978-989-8048-98-1,<A >padeira de Aljubarrota,"Marques, Vanda Furtado, 1968-",7 Dias 6 Noites,2008,http://urn.bn.pt/isbn/mods/xml?id=978-989-8048-98-1
0,978-989-8054-50-0,<A >luz,"Nessmann, Philippe",Zero a Oito,[D.L.2008],http://urn.bn.pt/isbn/mods/xml?id=978-989-8054-50-0
0,978-989-8054-52-4,<A >água,"Zeitoun, Charline",Zero a Oito,[D.L.2008],http://urn.bn.pt/isbn/mods/xml?id=978-989-8054-52-4
0,978-989-8054-99-9,Marie Curie,"Gargalo, Vasco, 1977-",Zero a Oito,cop. 2008,http://urn.bn.pt/isbn/mods/xml?id=978-989-8054-99-9
0,978-989-8056-51-1,Marta cabeça de vento,"Carreira, Paula Alexandra, 1974-",Papiro,2007,http://urn.bn.pt/isbn/mods/xml?id=978-989-8056-51-1
0,978-989-8070-14-2,Marco e Luna na terra dos gnomos,"Fernandes, Cidália, 1961-",Fronteira do Caos,2007,http://urn.bn.pt/isbn/mods/xml?id=978-989-8070-14-2
0,978-989-8086-75-4,Arranha-céus,"Ballard, J. G., 1930-2009",Elsinore,2015,http://urn.bn.pt/isbn/mods/xml?id=978-989-8086-75-4
0,978-989-8093-01-1,<A >mulher que prendeu a chuva,"Gersão, Teolinda, 1940-",Sudoeste,2007,http://urn.bn.pt/isbn/mods/xml?id=978-989-8093-01-1
0,978-989-8093-31-8,<A >história do senhor Sommer,"Süskind, Patrick, 1949-",Sextante,2012,http://urn.bn.pt/isbn/mods/xml?id=978-989-8093-31-8
0,978-989-8093-82-0,<O >gato de Uppsala,"Carvalho, Cristina, 1949-",Sextante,2009,http://urn.bn.pt/isbn/mods/xml?id=978-989-8093-82-0
0,978-989-8093-88-2,História do jazz,"Duarte, José, 1938-",Sextante,2009,http://urn.bn.pt/isbn/mods/xml?id=978-989-8093-88-2
0,978-972-8651-93-0,"Conto português, séculos XIX-XXI","Rocheta, Maria Isabel, 1952-",Caixotim,cop. 2006-,http://urn.bn.pt/isbn/mods/xml?id=978-989-8100-40-5
0,978-989-8118-24-0,Memória do fogo,"Galeano, Eduardo, 1940-2015",Livros de Areia,2011-,http://urn.bn.pt/isbn/mods/xml?id=978-989-8118-24-0
0,978-989-8131-18-8,Genes,"Frontali, Clara",Princípia,2008,http://urn.bn.pt/isbn/mods/xml?id=978-989-8131-18-8
0,978-989-8136-45-9,<A >ponte dos sonhos,"Stingl, Benedita, 1963-",Editorial Novembro,2009,http://urn.bn.pt/isbn/mods/xml?id=978-989-8136-45-9
0,978-989-8136-86-2,"Pedro Abraço, o menino autista","Cavaco, Nora",Editorial Novembro,2014,http://urn.bn.pt/isbn/mods/xml?id=978-989-8136-86-2
0,978-989-8145-33-8,Ir e vir,"Martins, Isabel Minhós, 1974-",Planeta Tangerina,2012,http://urn.bn.pt/isbn/mods/xml?id=978-989-814-533-8
0,978-989-8145-38-3,Todos fazemos tudo,"Matoso, Madalena, 1974-",Planeta Tangerina,2011,http://urn.bn.pt/isbn/mods/xml?id=978-989-814-5383
0,978-989-8145-03-1,Andar por aí,"Martins, Isabel Minhós, 1974-",Palneta Tangerina,2009,http://urn.bn.pt/isbn/mods/xml?id=978-989-8145-03-1
0,978-989-8145-04-8,Coração de mãe,"Martins, Isabel Minhós, 1974-",Planeta Tangerina,2008,http://urn.bn.pt/isbn/mods/xml?id=978-989-8145-04-8
0,978-989-8145-06-2,És mesmo tu?,"Martins, Isabel Minhós, 1974-",Planeta Tangerina,2008,http://urn.bn.pt/isbn/mods/xml?id=978-989-8145-06-2
0,978-989-8145-07-9,<Um >dia na praia,"Carvalho, Bernardo P., 1973-",Planeta Tangerina,2008,http://urn.bn.pt/isbn/mods/xml?id=978-989-8145-07-9
0,978-989-8145-22-2,<A >manta,"Martins, Isabel Minhós, 1974-",Planeta Tangerina,2010,http://urn.bn.pt/isbn/mods/xml?id=978-989-8145-22-2
0,978-989-8145-24-6,<O >livro dos quintais,"Martins, Isabel Minhós, 1974-",Planeta Tangerina,2010,http://urn.bn.pt/isbn/mods/xml?id=978-989-8145-24-6
0,978-989-8145-27-7,Enquanto o meu cabelo crescia,"Martins, Isabel Minhós, 1974-",Planeta Tangerina,2010,http://urn.bn.pt/isbn/mods/xml?id=978-989-8145-27-7
0,978-989-8145-29-1,"<Um >dia, um guarda-chuva...","Cali, Davide, 1972-",Planeta Tangerina,2011,http://urn.bn.pt/isbn/mods/xml?id=978-989-8145-29-1
0,978-989-8145-31-4,Obrigado a todos!,"Martins, Isabel Minhós, 1974-",Planeta Tangerina,2011,http://urn.bn.pt/isbn/mods/xml?id=978-989-8145-31-4
0,978-989-8145-32-1,Praia mar,"Carvalho, Bernardo P., 1973-",Planeta Tangerina,2011,http://urn.bn.pt/isbn/mods/xml?id=978-989-8145-32-1
0,978-989-8145-34-5,Como é que uma galinha...,"Martins, Isabel Minhós, 1974-",Planeta Tangerina,2011,http://urn.bn.pt/isbn/mods/xml?id=978-989-8145-34-5
0,978-989-8145-35-2,Para onde vamos quando desaparecemos?,"Martins, Isabel Minhós, 1974-",Tangerina,2014,http://urn.bn.pt/isbn/mods/xml?id=978-989-8145-35-2
0,978-989-8145-37-6,Grande coisa,"Bee, William",Planeta Tangerina,2011,http://urn.bn.pt/isbn/mods/xml?id=978-989-8145-37-6
0,978-989-8145-43-7,<A >ilha,"Abreu, João Gomes de, 1974-",Planeta Tangerina,2012,http://urn.bn.pt/isbn/mods/xml?id=978-989-8145-43-7
0,978-989-8145-44-4,Nunca vi uma bicicleta e os patos não me largam,"Martins, Isabel Minhós, 1974-",Planeta Tangerina,2012,http://urn.bn.pt/isbn/mods/xml?id=978-989-8145-44-4
0,978-989-8145-45-1,<O >caderno vermelho da rapariga karateca,"Pessoa, Ana, 1982-",Planeta Tangerina,2014,http://urn.bn.pt/isbn/mods/xml?id=978-989-8145-45-1
0,978-989-8145-46-8,<O >rapaz que gostava de aves,"Martins, Isabel Minhós, 1974-",Planeta Tangerina,2012,http://urn.bn.pt/isbn/mods/xml?id=978-989-8145-46-8
0,978-989-8145-49-9,<O >que há,"Martins, Isabel Minhós, 1974-",Planeta Tangerina,2012,http://urn.bn.pt/isbn/mods/xml?id=978-989-8145-49-9
0,978-989-8145-51-2,Tantos animais e outras lengalengas de contar,"Neves, Manuela Castro",Planeta Tangerina,2013,http://urn.bn.pt/isbn/mods/xml?id=978-989-8145-51-2
0,978-989-8145-53-6,Irmão lobo,"Almeida, Carla Maia de, 1969-",Planeta Tangerina,2013,http://urn.bn.pt/isbn/mods/xml?id=978-989-8145-53-6
0,978-989-8145-54-3,"Olhe, por favor, não viu uma luzinha a piscar? ;","Carvalho, Bernardo P., 1973-",Planeta Tangerina,2013,http://urn.bn.pt/isbn/mods/xml?id=978-989-8145-54-3
0,978-989-8145-55-0,<O >mundo num segundo,"Martins, Isabel Minhós, 1974-",Planeta Tangerina,D.L. 2013,http://urn.bn.pt/isbn/mods/xml?id=978-989-8145-55-0
0,978-989-8145-56-7,<Uma >onda pequenina,"Martins, Isabel Minhós, 1974-",Planeta Tangerina,2013,http://urn.bn.pt/isbn/mods/xml?id=978-989-8145-56-7
0,978-989-8145-574,Este livro está a chamar-te (não ouves)?,"Martins, Isabel Minhós, 1974-",Planeta Tangerina,2013,http://urn.bn.pt/isbn/mods/xml?id=978-989-8145-57-4
0,978-989-8145-58-1,Lá fora,"Dias, Maria Ana Peixe, 1976-",Planeta Tangerina,2014,http://urn.bn.pt/isbn/mods/xml?id=978-989-8145-58-1
0,978-989-8145-59-8,Supergigante,"Pessoa, Ana, 1982-",Planeta Tangerina,cop. 2014,http://urn.bn.pt/isbn/mods/xml?id=978-989-8145-59-8
0,978-989-8145-60-4,Com o tempo,"Martins, Isabel Minhós, 1974-",Planeta Tangerina,2014,http://urn.bn.pt/isbn/mods/xml?id=978-989-8145-60-4
0,978-989-8145-61-1,ABZZZZ...,"Martins, Isabel Minhós, 1974-",Planeta Tangerina,2014,http://urn.bn.pt/isbn/mods/xml?id=978-989-8145-61-1
0,978-989-8145-62-8,Daqui ninguém passa!,"Martins, Isabel Minhós, 1974-",Planeta Tangerina,2014,http://urn.bn.pt/isbn/mods/xml?id=978-989-8145-62-8
0,978-989-8145-63-5,Livro clap,"Matoso, Madalena, 1974-",Planeta Tangerina,2016,http://urn.bn.pt/isbn/mods/xml?id=978-989-8145-63-5
0,978-989-8145-65-9,Com 3 novelos (o mundo dá muitas voltas),"Cristina, Henriqueta",Planeta Tangerina,2015,http://urn.bn.pt/isbn/mods/xml?id=978-989-8145-65-9
0,978-989-8145-66-6,Finalmente o verão,"Tamaki, Mariko",Planeta Tangerina,2015,http://urn.bn.pt/isbn/mods/xml?id=978-989-8145-66-6
0,978-989-8145-69-7,<O >dicionário do menino Andersen,"Tavares, Gonçalo M., 1970-",Planeta Tangerina,2015,http://urn.bn.pt/isbn/mods/xml?id=978-989-8145-69-7
0,978-989-8145-71-0,<Os >figos são para quem passa,"Abreu, João Gomes de, 1974-",Planeta Tangerina,2016,http://urn.bn.pt/isbn/mods/xml?id=978-989-8145-71-0
0,978-989-8145-72-7,Mana,"Estrela, Joana, 1990-",Planeta Tangerina,2016,http://urn.bn.pt/isbn/mods/xml?id=978-989-8145-72-7
0,978-989-8145-73-4,Imagem,"Antunes, Arnaldo, 1960-",Planeta Tangerina,2016,http://urn.bn.pt/isbn/mods/xml?id=978-989-8145-73-4
0,978-989-8145-741,Conta-quilómetros,"Matoso, Madalena, 1974-",Planeta Tangerina,2016,http://urn.bn.pt/isbn/mods/xml?id=978-989-8145-741
0,978-989-8145-76-5,Batata chaca-chaca,"Kono, Yara, 1972-",Planeta Tangerina,2016,http://urn.bn.pt/isbn/mods/xml?id=978-989-8145-76-5
0,978-989-8166-00-5,<A >árvore generosa,"Silverstein, Shel, 1930-1999",Bruaá,2008,http://urn.bn.pt/isbn/mods/xml?id=978-989-8166-00-5
0,978-989-8166-01-2,Eu espero,"Cali, Davide, 1972-",Bruaá,2008,http://urn.bn.pt/isbn/mods/xml?id=978-989-8166-01-2
0,978-989-8166-03-6,<O >ponto,"Reynolds, Peter H., 1961-",Bruaá,2009,http://urn.bn.pt/isbn/mods/xml?id=978-989-8166-03-6
0,978-989-8166-04-3,<O >livro negro das cores,"Cottin, Menena",Bruaá,2009,http://urn.bn.pt/isbn/mods/xml?id=978-989-8166-04-3
0,978-989-8166-06-7,Quem quer um rinoceronte barato?,"Silverstein, Shel, 1930-1999",Bruaá,2010,http://urn.bn.pt/isbn/mods/xml?id=978-989-8166-06-7
0,978-989-8166-13-5,Esqueci-me como se chama,"Harms, Daniil, pseud.",Bruaá,2011,http://urn.bn.pt/isbn/mods/xml?id=978-989-8166-13-5
0,978-989-8166-15-9,<O >tigre na rua e outros poemas,"Gouveia, Miguel",Bruaá,2012,http://urn.bn.pt/isbn/mods/xml?id=978-989-8166-15-9
0,978-989-8166-16-6,<A >rainha das rãs não pode molhar os pés,"Cali, Davide, 1972-",Bruaá,D.L. 2012,http://urn.bn.pt/isbn/mods/xml?id=978-989-8166-16-6
0,978-989-8166-17-3,Arturo,"Cali, Davide, 1972-",Bruaá,D.L. 2012,http://urn.bn.pt/isbn/mods/xml?id=978-989-8166-17-3
0,978-989-8166-18-0,<O >jardim de Babaï,"Sadat, Mandana",Bruaá,2013,http://urn.bn.pt/isbn/mods/xml?id=978-989-8166-18-0
0,978-989-8166-19-7,<Um >nome para o cão,"Chermayeff, Ivan, 1932-2017",Bruaá,2013,http://urn.bn.pt/isbn/mods/xml?id=978-989-8166-19-7
0,978-989-8166-20-3,Guarda como um segredo,"Stoddard, Sandol",Bruaá,2013,http://urn.bn.pt/isbn/mods/xml?id=978-989-8166-20-3
0,978-989-8166-21-0,Estava a pensar...,"Stoddard, Sandol",Bruaá,2014,http://urn.bn.pt/isbn/mods/xml?id=978-989-8166-21-0
0,978-989-8166-22-7,Herberto,"Hawthorne, Lara",Bruaá,2014,http://urn.bn.pt/isbn/mods/xml?id=978-989-8166-22-7
0,978-989-8166-23-4,Cãopêndio,"Tóssan, pseud.",Bruaá,2015,http://urn.bn.pt/isbn/mods/xml?id=978-989-8166-23-4
0,978-989-8166-24-1,Amigos do peito,"Thebas, Cláudio, 1964-",Bruaá,2014,http://urn.bn.pt/isbn/mods/xml?id=978-989-8166-24-1
0,978-989-8166-25-8,<O >regresso,"Natalia, Chernysheva",Bruaá,2014,http://urn.bn.pt/isbn/mods/xml?id=978-989-8166-25-8
0,978-989-8166-26-5,"E tu, vês o que eu vejo?","Emberley, Ed",Bruaá,2015,http://urn.bn.pt/isbn/mods/xml?id=978-989-8166-26-5
0,978-989-8166-27-2,<A >casa que voou,"Cali, Davide, 1972-",Bruaá,2015,http://urn.bn.pt/isbn/mods/xml?id=978-989-8166-27-2
0,978-989-8166-29-6,<O >urso que não era,"Tashlin, Frank, 1913-1972",Bruaá,2016,http://urn.bn.pt/isbn/mods/xml?id=978-989-8166-29-6
0,978-989-8166-30-2,Céu de sardas,"d'Almeÿ, Inês",Bruaá,2016,http://urn.bn.pt/isbn/mods/xml?id=978-989-8166-30-2
0,978-989-8166-31-9,<Um >dia de loucos,"Benjamin, Walter, 1892-1940",Bruaá,2016,http://urn.bn.pt/isbn/mods/xml?id=978-989-8166-31-9
0,978-989-8166-32-6,Se as maçãs tivessem dentes,"Glaser, Shirley",Bruaá,2017,http://urn.bn.pt/isbn/mods/xml?id=978-989-8166-32-6
0,978-989-8195-17-3,<A >galinha ruiva,"Torrado, António, 1939-",Soregra,D.L. 2009,http://urn.bn.pt/isbn/mods/xml?id=978-989-8195-17-3
0,978-989-8195-18-0,História de uma nuvem,"Torrado, António, 1939-",Soregra,D.L. 2009,http://urn.bn.pt/isbn/mods/xml?id=978-989-8195-18-0
0,978-989-8195-22-7,<O >rabo do rato,"Torrado, António, 1939-",Soregra,2015,http://urn.bn.pt/isbn/mods/xml?id=978-989-8195-22-7
0,978-989-8195-23-4,<O >espelho mágico,"Torrado, António, 1939-",Soregra,2015,http://urn.bn.pt/isbn/mods/xml?id=978-989-8195-23-4
0,978-989-8195-25-8,<A >história da papoila,"Soares, Luísa Ducla, 1939-",Soregra,cop. 2010,http://urn.bn.pt/isbn/mods/xml?id=978-989-8195-25-8
0,978-989-8195-26-5,<O >sultão Solimão e o criado Maldonado,"Soares, Luísa Ducla, 1939-",Soregra,cop. 2010,http://urn.bn.pt/isbn/mods/xml?id=978-989-8195-26-5
0,978-989-8195-27-2,História da nuvem que não queria chover,"Gomes, Fernando Bento, 1938-",Soregra,cop. 2011,http://urn.bn.pt/isbn/mods/xml?id=978-989-8195-27-2
0,978-989-8195-29-6,"Corre, corre garrafinha corre, corre garrafão","Rosa, Maria Carolina Pereira",Soregra,D.L. 2010,http://urn.bn.pt/isbn/mods/xml?id=978-989-8195-29-6
0,978-989-8195-30-2,"Pai Natal, Pai Natal, quem és tu,  afinal?","Gomes, Fernando Bento, 1938-",Soregra,2010,http://urn.bn.pt/isbn/mods/xml?id=978-989-8195-30-2
0,978-989-8195-32-6,<O >Natal dos nossos animais,"Soares, Luísa Ducla, 1939-",Sorega,cop. 2010,http://urn.bn.pt/isbn/mods/xml?id=978-989-8195-32-6
0,978-989-8195-41-8,<O >coelhinho branco,"Torrado, António, 1939-",Soregra,2012,http://urn.bn.pt/isbn/mods/xml?id=978-989-8195-41-8
0,978-989-8195-56-2,<O >macaco que ficou sem rabo,"Soares, Luísa Ducla, 1939-",Soregra,2013,http://urn.bn.pt/isbn/mods/xml?id=978-989-8195-56-2
0,978-989-8205-00-1,Perto,"Colombo, Natalia",Kalandraka,2008,http://urn.bn.pt/isbn/mods/xml?id=978-989-8205-00-1
0,978-989-8205-04-9,Grão de milho,"Gonzaléz, Olalla",Kalandraka,2015,http://urn.bn.pt/isbn/mods/xml?id=978-989-8205-04-9
0,978-989-8205-09-4,Onde está?,"Voltz, Christian, 1967-",Kalandraka,2009,http://urn.bn.pt/isbn/mods/xml?id=978-989-8205-09-4
0,978-989-8205-11-7,<As >estações,"Mari, Iela, 1932-",Kalandraka,2009,http://urn.bn.pt/isbn/mods/xml?id=978-989-8205-11-7
0,978-989-8205-15-5,Nascer,"Gutiérrez, Xulio, 1958-",Faktoria de Libros ;,2009,http://urn.bn.pt/isbn/mods/xml?id=978-989-8205-15-5
0,978-989-8205-16-2,<Um >bicho estranho,"Daporta Padín, Mon",Kalandraka,2009,http://urn.bn.pt/isbn/mods/xml?id=978-989-8205-16-2
0,978-989-8205-17-9,<Os >de cima e os de baixo,"Valdivia, Paloma",Kalandraka,2009,http://urn.bn.pt/isbn/mods/xml?id=978-989-8205-17-9
0,978-989-8205-18-6,Quando? Frederico,"Lionni, Leo, 1910-1999",Kalandraka,2009,http://urn.bn.pt/isbn/mods/xml?id=978-989-8205-18-6
0,978-989-8205-19-3,Onde? Frederico,"Lionni, Leo, 1910-1999",Kalandraka,2009,http://urn.bn.pt/isbn/mods/xml?id=978-989-8205-19-3
0,978-989-8205-20-9,Frederico quem é?,"Lionni, Leo, 1910-1999",Kalandraka,2009,http://urn.bn.pt/isbn/mods/xml?id=978-989-8205-20-9
0,978-989-8205-21-6,Frederico o que é?,"Lionni, Leo, 1910-1999",Kalandraka,2009,http://urn.bn.pt/isbn/mods/xml?id=978-989-8205-21-6
0,978-989-8205-22-3,<A >aranha e eu,"Alonso, Fran, 1963-",Kalandraka,2009,http://urn.bn.pt/isbn/mods/xml?id=978-989-8205-22-3
0,978-989-8205-24-7,Chibos sabichões,"Gonzaléz, Olalla",Kalandraka ;,cop. 2009,http://urn.bn.pt/isbn/mods/xml?id=978-989-8205-24-7
0,978-989-8205-28-5,<O >porquinho,"Lobel, Arnold, 1933-1987",Kalandraka,2009,http://urn.bn.pt/isbn/mods/xml?id=978-989-8205-28-5
0,978-989-8205-29-2,Mago Goma,"Núñez, Toño, 1959-",Kalandraka,2009,http://urn.bn.pt/isbn/mods/xml?id=978-989-8205-29-2
0,978-989-8205-30-8,<Um >grande sonho,"Ugalde, Felipe",Kalandraka,2009,http://urn.bn.pt/isbn/mods/xml?id=978-989-8205-30-8
0,978-989-8205-31-5,Onde vivem os monstros,"Sendak, Maurice, 1928-2012",Kalandraka,2009,http://urn.bn.pt/isbn/mods/xml?id=978-989-8205-31-5
0,978-989-8205-33-9,<Os >bolsos da Marta,"Blake, Quentin, 1932-",Kalandraka,2010,http://urn.bn.pt/isbn/mods/xml?id=978-989-8205-33-9
0,978-989-8205-34-6,Ovelhinha dá-me lã,"Martins, Isabel Minhós, 1974-",Kalandraka,2010,http://urn.bn.pt/isbn/mods/xml?id=978-989-8205-34-6
0,978-989-8205-35-3,<A >casa,"Lewis, J. Patrick",Kalandraka,2010,http://urn.bn.pt/isbn/mods/xml?id=978-989-8205-35-3
0,978-989-8205-44-5,"Oh, as cores!","Luján, Jorge",Kalandraka,2010,http://urn.bn.pt/isbn/mods/xml?id=978-989-8205-44-5
0,978-989-8205-47-6,<O >tigre que veio tomar chá,"Kerr, Judith, 1923-2019",Kalandraka,2010,http://urn.bn.pt/isbn/mods/xml?id=978-989-8205-47-6
0,978-989-8205-50-6,Grisela,"Vries, Anke de, 1936-",Kalandraka,2011,http://urn.bn.pt/isbn/mods/xml?id=978-989-8205-50-6
0,978-989-8205-51-3,<O >passeio da dona Rosa,"Hutchins, Pat, 1942-",Kalandraka,2011,http://urn.bn.pt/isbn/mods/xml?id=978-989-8205-51-3
0,978-989-8205-54-4,Bocage,"Bocage, 1765-1805",Faktoria de Livros,2010,http://urn.bn.pt/isbn/mods/xml?id=978-989-8205-54-4
0,978-989-8205-59-9,<A >árvore vermelha,"Tan, Shaun, 1974-",Kalandraka,2011,http://urn.bn.pt/isbn/mods/xml?id=978-989-8205-59-9
0,978-989-8205-60-5,Adoro chocolate,"Cali, Davide, 1972-",Kalandraka,2011,http://urn.bn.pt/isbn/mods/xml?id=978-989-8205-60-5
0,978-989-8205-62-9,Para fazer o retrato de um passáro,"Prévert, Jacques, 1900-1977",Faktoria K de Livros,2011,http://urn.bn.pt/isbn/mods/xml?id=978-989-8205-62-9
0,978-989-8205-63-6,<Um >pequeno crocodilo,"Kulot, Daniela, 1966-",Kalandraka,2011,http://urn.bn.pt/isbn/mods/xml?id=978-989-8205-63-6
0,978-989-8205-64-3,<O >artista que pintou um cavalo azul,"Carle, Eric, 1929-",Kalandraka,2011,http://urn.bn.pt/isbn/mods/xml?id=978-989-8205-64-3
0,978-989-8205-65-0,Artur,"Oli, pseud.",Kalandraka,2011,http://urn.bn.pt/isbn/mods/xml?id=978-989-8205-65-0
0,978-989-8205-69-8,Emigrantes,"Tan, Shaun, 1974-",Kalandraka,2011,http://urn.bn.pt/isbn/mods/xml?id=978-989-8205-69-8
0,978-989-8205-70-4,Crictor,"Ungerer, Tomi, 1931-",Kalandraka,2011,http://urn.bn.pt/isbn/mods/xml?id=978-989-8205-70-4
0,978-989-8205-73-5,<Uma >canção de Natal,"Dickens, Charles, 1812-1870",Kalandraka,2011,http://urn.bn.pt/isbn/mods/xml?id=978-989-8205-73-5
0,978-989-8205-74-2,Antologia poética,"Verde, Cesário, 1855-1886",kalandraka,2011,http://urn.bn.pt/isbn/mods/xml?id=978-989-8205-74-2
0,978-989-8205-75-9,<As >quatro estações,"Vivaldi, Antonio, 1678-1741",Kalandraka,2012,http://urn.bn.pt/isbn/mods/xml?id=978-989-8205-75-9
0,978-989-8205-76-6,<O >princípio,"Carballeira, Paula",Kalandraka,2012,http://urn.bn.pt/isbn/mods/xml?id=978-989-8205-76-6
0,978-989-8205-78-0,<Um >gorila,"Browne, Anthony, 1946-",Kalandraka,2012,http://urn.bn.pt/isbn/mods/xml?id=978-989-8205-78-0
0,978-989-8205-79-7,Como te sentes?,"Browne, Anthony, 1946-",Kalandraka,2012,http://urn.bn.pt/isbn/mods/xml?id=978-989-8205-79-7
0,978-989-8205-80-3,Não há como escapar,"Bowley, Tim, 1945-",Kalandraka,2012,http://urn.bn.pt/isbn/mods/xml?id=978-989-8205-80-3
0,978-989-8205-81-0,Gatinho e a bola,"Rosell, Joel Franz, 1954-",Kalandraka,2012,http://urn.bn.pt/isbn/mods/xml?id=978-989-8205-81-0
0,978-989-8205-82-7,<O >sonho de Mateus,"Lionni, Leo, 1910-1999",Kalandraka,2013,http://urn.bn.pt/isbn/mods/xml?id=978-989-8205-82-7
0,978-989-8205-85-8,Nova Iorque em pijamarama,"Leblond, Michaël, 1972-",Kalandraka,2012,http://urn.bn.pt/isbn/mods/xml?id=978-989-8205-85-8
0,978-989-8205-86-5,<A >coisa perdida,"Tan, Shaun, 1974-",Kalandraka,2012,http://urn.bn.pt/isbn/mods/xml?id=978-989-8205-86-5
0,978-989-8205-87-2,<A >menina de vermelho,"Innocenti, Roberto, 1940-",Kalandraka,2013,http://urn.bn.pt/isbn/mods/xml?id=978-989-8205-87-2
0,978-989-8205-88-9,Aves,"Díaz Garrido, María Julia",Kalandraka,2012,http://urn.bn.pt/isbn/mods/xml?id=978-989-8205-88-9
0,978-989-8205-89-6,Gatinho e a neve,"Rosell, Joel Franz, 1954-",Kalandraka,cop. 2012,http://urn.bn.pt/isbn/mods/xml?id=978-989-8205-89-6
0,978-989-8205-91-9,<A >galinha ruiva,"Martínez, Pilar, 1959-",Kalandraka,2013,http://urn.bn.pt/isbn/mods/xml?id=978-989-8205-91-9
0,978-989-8205-93-3,<O >pequeno crocodilo e o amor de uma vida,"Kulot, Daniela, 1966-",Kalandraka,2012,http://urn.bn.pt/isbn/mods/xml?id=978-989-8205-93-3
0,978-989-8205-95-7,Ninhos,"Márquez, Pepe",Kalandraka,2013,http://urn.bn.pt/isbn/mods/xml?id=978-989-8205-95-7
0,978-989-8205-96-4,Ser amigo,"Papini, Arianna, 1965-",Kalandraka,2013,http://urn.bn.pt/isbn/mods/xml?id=978-989-8205-96-4
0,978-989-8205-98-8,Histórias de ratinhos,"Lobel, Arnold, 1933-1987",Kalandraka,2013,http://urn.bn.pt/isbn/mods/xml?id=978-989-8205-98-8
0,978-989-8205-99-5,Sopa de rato,"Lobel, Arnold, 1933-1987",Kalandraka,2013,http://urn.bn.pt/isbn/mods/xml?id=978-989-8205-99-5
